state;action_reward;n_state
100&2|566&3|71&4|483&5|869&3|215&5|96&3|187&4|660&3|508&1|172&5|195&3;12&4|193&4|496&5|419&5;100&2|566&3|71&4|483&5|869&3|215&5|96&3|187&4|660&3|508&1|172&5|195&3|12&4|193&4|496&5|419&5
674&2|28&3|590&3|566&3|1039&3|179&4|250&4|62&4|95&2|258&4|446&3|444&2;21&2|143&2|627&2|157&2;674&2|28&3|590&3|566&3|1039&3|179&4|250&4|62&4|95&2|258&4|446&3|444&2|21&2|143&2|627&2|157&2
159&2|47&2|172&5|201&2|433&4|145&1|427&4|73&1|423&2|164&2|447&2|232&1;783&1|631&4|562&2|556&3;159&2|47&2|172&5|201&2|433&4|145&1|427&4|73&1|423&2|164&2|447&2|232&1|783&1|631&4|562&2|556&3
96&5|249&4|748&4|289&3|866&3|243&4|257&5|118&5|237&4|300&5|472&4|687&4;892&3|183&5|144&5|385&5;96&5|249&4|748&4|289&3|866&3|243&4|257&5|118&5|237&4|300&5|472&4|687&4|892&3|183&5|144&5|385&5
176&5|566&2|22&5|597&5|127&5|179&3|133&4|28&4|215&4|140&3|195&5|609&5;411&5|717&1|473&3|496&5;176&5|566&2|22&5|597&5|127&5|179&3|133&4|28&4|215&4|140&3|195&5|609&5|411&5|717&1|473&3|496&5
402&2|169&5|580&4|64&4|739&2|100&3|189&4|257&5|164&4|1110&4|214&5|736&3;228&5|50&5|258&5|227&5;402&2|169&5|580&4|64&4|739&2|100&3|189&4|257&5|164&4|1110&4|214&5|736&3|228&5|50&5|258&5|227&5
173&4|132&5|318&4|517&4|659&5|507&3|268&2|443&4|616&3|479&4|661&2|154&4;419&4|501&4|423&5|174&3;173&4|132&5|318&4|517&4|659&5|507&3|268&2|443&4|616&3|479&4|661&2|154&4|419&4|501&4|423&5|174&3
50&2|137&5|248&2|15&2|222&2|286&5|285&5|275&4|14&5|10&4|237&3|25&4;507&5|522&5|170&5|42&5;50&2|137&5|248&2|15&2|222&2|286&5|285&5|275&4|14&5|10&4|237&3|25&4|507&5|522&5|170&5|42&5
269&5|896&4|258&2|340&4|302&5|358&3|283&5|596&3|124&3|271&4|307&4|403&4;895&3|347&4|355&2|354&4;269&5|896&4|258&2|340&4|302&5|358&3|283&5|596&3|124&3|271&4|307&4|403&4|895&3|347&4|355&2|354&4
27&2|907&3|908&3|315&3|300&4|347&5|335&3|96&5|195&5|566&3|342&4|127&5;651&2|402&3|526&5|213&3;27&2|907&3|908&3|315&3|300&4|347&5|335&3|96&5|195&5|566&3|342&4|127&5|651&2|402&3|526&5|213&3
98&4|176&4|863&5|211&4|223&5|100&4|639&5|633&5|276&4|189&5|208&5|269&5;663&5|435&4|432&5|131&5;98&4|176&4|863&5|211&4|223&5|100&4|639&5|633&5|276&4|189&5|208&5|269&5|663&5|435&4|432&5|131&5
431&3|392&2|90&3|441&1|416&1|380&3|391&4|386&2|450&1|381&1|153&5|95&4;24&4|69&1|389&1|40&4;431&3|392&2|90&3|441&1|416&1|380&3|391&4|386&2|450&1|381&1|153&5|95&4|24&4|69&1|389&1|40&4
827&4|756&4|25&4|819&4|15&4|473&3|147&5|126&5|924&4|596&4|628&4|685&4;291&4|368&3|834&4|369&3;827&4|756&4|25&4|819&4|15&4|473&3|147&5|126&5|924&4|596&4|628&4|685&4|291&4|368&3|834&4|369&3
208&4|56&4|655&4|227&3|9&4|195&3|117&2|88&3|732&4|168&5|209&4|238&3;196&4|174&4|73&4|258&4;208&4|56&4|655&4|227&3|9&4|195&3|117&2|88&3|732&4|168&5|209&4|238&3|196&4|174&4|73&4|258&4
1009&1|125&3|864&3|756&3|111&4|620&2|929&3|339&4|278&4|535&3|476&3|984&3;185&2|173&5|95&5|717&1;1009&1|125&3|864&3|756&3|111&4|620&2|929&3|339&4|278&4|535&3|476&3|984&3|185&2|173&5|95&5|717&1
504&4|401&3|235&3|602&4|919&4|644&5|939&2|616&4|205&3|195&3|568&2|42&5;475&5|1091&2|1133&1|627&1;504&4|401&3|235&3|602&4|919&4|644&5|939&2|616&4|205&3|195&3|568&2|42&5|475&5|1091&2|1133&1|627&1
195&5|99&5|521&2|1040&3|953&2|1028&4|234&4|781&4|1043&2|934&4|756&5|468&4;219&1|451&2|142&4|121&4;195&5|99&5|521&2|1040&3|953&2|1028&4|234&4|781&4|1043&2|934&4|756&5|468&4|219&1|451&2|142&4|121&4
1197&4|9&5|285&5|471&5|294&2|108&4|1134&3|325&2|883&3|262&1|1598&5|1143&3;628&3|146&2|252&3|926&2;1197&4|9&5|285&5|471&5|294&2|108&4|1134&3|325&2|883&3|262&1|1598&5|1143&3|628&3|146&2|252&3|926&2
313&4|750&5|329&3|258&5|333&3|148&3|355&3|127&4|690&4|754&4|689&4|508&4;1134&4|977&1|620&4|15&4;313&4|750&5|329&3|258&5|333&3|148&3|355&3|127&4|690&4|754&4|689&4|508&4|1134&4|977&1|620&4|15&4
688&1|230&4|350&1|300&3|346&1|288&1|683&1|313&5|307&2|879&1|259&3|343&2;380&4|227&4|222&5|228&5;688&1|230&4|350&1|300&3|346&1|288&1|683&1|313&5|307&2|879&1|259&3|343&2|380&4|227&4|222&5|228&5
637&2|234&3|774&4|844&3|436&3|5&3|201&5|145&2|219&2|320&5|777&2|573&3;11&4|89&4|181&4|183&5;637&2|234&3|774&4|844&3|436&3|5&3|201&5|145&2|219&2|320&5|777&2|573&3|11&4|89&4|181&4|183&5
1367&4|462&5|137&5|251&3|288&3|106&3|282&3|748&2|59&5|544&3|9&4|61&5;1404&5|1073&5|1006&4|971&4;1367&4|462&5|137&5|251&3|288&3|106&3|282&3|748&2|59&5|544&3|9&4|61&5|1404&5|1073&5|1006&4|971&4
1215&3|1245&2|11&4|147&3|597&4|298&4|476&3|781&3|819&3|151&4|264&3|258&3;849&3|246&3|161&5|144&4;1215&3|1245&2|11&4|147&3|597&4|298&4|476&3|781&3|819&3|151&4|264&3|258&3|849&3|246&3|161&5|144&4
191&4|131&5|96&4|559&3|86&3|292&4|77&2|210&3|790&3|974&3|735&4|132&3;582&4|1278&4|1&3|845&4;191&4|131&5|96&4|559&3|86&3|292&4|77&2|210&3|790&3|974&3|735&4|132&3|582&4|1278&4|1&3|845&4
1267&3|1134&4|42&5|550&4|544&4|38&2|151&1|172&5|467&4|298&4|403&4|186&4;286&4|391&3|272&5|809&3;1267&3|1134&4|42&5|550&4|544&4|38&2|151&1|172&5|467&4|298&4|403&4|186&4|286&4|391&3|272&5|809&3
295&3|248&3|129&4|267&4|288&3|93&4|275&5|234&4|559&3|1007&4|50&4|137&5;452&3|551&2|773&3|379&2;295&3|248&3|129&4|267&4|288&3|93&4|275&5|234&4|559&3|1007&4|50&4|137&5|452&3|551&2|773&3|379&2
270&4|1654&1|326&2|1527&1|255&5|344&5|269&2|687&1|245&4|174&5|902&4|1483&4;132&5|483&4|480&5|193&5;270&4|1654&1|326&2|1527&1|255&5|344&5|269&2|687&1|245&4|174&5|902&4|1483&4|132&5|483&4|480&5|193&5
180&5|331&3|203&5|79&5|745&3|503&5|73&5|172&4|157&3|673&4|770&4|391&3;1066&2|473&3|820&2|670&3;180&5|331&3|203&5|79&5|745&3|503&5|73&5|172&4|157&3|673&4|770&4|391&3|1066&2|473&3|820&2|670&3
292&3|515&3|987&3|124&4|289&1|286&2|847&3|277&3|246&2|1&3|123&2|126&2;1128&4|118&2|224&2|547&4;292&3|515&3|987&3|124&4|289&1|286&2|847&3|277&3|246&2|1&3|123&2|126&2|1128&4|118&2|224&2|547&4
289&1|243&1|258&3|271&4|326&1|340&3|301&3|324&2|690&3|886&2|245&1|748&3;879&2|321&1|327&4|286&4;289&1|243&1|258&3|271&4|326&1|340&3|301&3|324&2|690&3|886&2|245&1|748&3|879&2|321&1|327&4|286&4
1265&1|546&4|1067&5|680&1|1276&1|1008&4|1070&5|299&1|132&5|678&2|1023&1|100&5;345&4|431&2|1184&5|347&4;1265&1|546&4|1067&5|680&1|1276&1|1008&4|1070&5|299&1|132&5|678&2|1023&1|100&5|345&4|431&2|1184&5|347&4
307&4|319&2|682&1|269&3|288&4|339&5|875&3|748&4|873&3|885&5|878&5|333&4;261&5|883&5|358&5|882&5;307&4|319&2|682&1|269&3|288&4|339&5|875&3|748&4|873&3|885&5|878&5|333&4|261&5|883&5|358&5|882&5
287&3|277&3|15&3|924&2|1129&1|1&5|1115&3|300&4|515&4|127&5|111&4|25&2;237&3|7&4|276&5|117&4;287&3|277&3|15&3|924&2|1129&1|1&5|1115&3|300&4|515&4|127&5|111&4|25&2|237&3|7&4|276&5|117&4
1251&5|150&5|1009&4|14&5|19&5|283&3|321&3|275&4|116&5|235&4|741&1|100&4;1028&2|1514&4|111&4|13&4;1251&5|150&5|1009&4|14&5|19&5|283&3|321&3|275&4|116&5|235&4|741&1|100&4|1028&2|1514&4|111&4|13&4
879&3|322&4|313&3|310&3|894&1|338&1|300&4|751&3|288&2|294&2|354&5|346&1;333&4|328&3|272&4|748&4;879&3|322&4|313&3|310&3|894&1|338&1|300&4|751&3|288&2|294&2|354&5|346&1|333&4|328&3|272&4|748&4
8&4|659&4|255&4|58&4|892&3|305&2|340&4|210&4|796&3|474&4|137&4|318&5;186&5|49&3|869&3|167&4;8&4|659&4|255&4|58&4|892&3|305&2|340&4|210&4|796&3|474&4|137&4|318&5|186&5|49&3|869&3|167&4
387&5|475&5|93&2|216&5|724&4|117&5|173&5|1119&3|14&4|321&4|694&5|815&4;187&5|257&5|731&3|1&5;387&5|475&5|93&2|216&5|724&4|117&5|173&5|1119&3|14&4|321&4|694&5|815&4|187&5|257&5|731&3|1&5
333&4|880&4|886&4|292&4|984&4|321&4|300&4|310&4|269&3|873&4|323&4|328&4;324&2|991&1|264&2|325&3;333&4|880&4|886&4|292&4|984&4|321&4|300&4|310&4|269&3|873&4|323&4|328&4|324&2|991&1|264&2|325&3
94&4|776&4|941&5|366&5|228&3|71&5|622&4|402&4|215&3|738&4|946&4|462&3;755&4|575&3|415&4|1074&3;94&4|776&4|941&5|366&5|228&3|71&5|622&4|402&4|215&3|738&4|946&4|462&3|755&4|575&3|415&4|1074&3
881&5|1025&5|358&1|299&5|872&4|294&3|292&5|335&4|895&4|288&4|876&4|880&5;877&3|330&5|948&3|259&3;881&5|1025&5|358&1|299&5|872&4|294&3|292&5|335&4|895&4|288&4|876&4|880&5|877&3|330&5|948&3|259&3
327&4|304&4|245&3|862&2|248&5|319&4|182&4|302&5|147&5|177&4|346&5|1160&4;533&4|381&4|70&4|315&5;327&4|304&4|245&3|862&2|248&5|319&4|182&4|302&5|147&5|177&4|346&5|1160&4|533&4|381&4|70&4|315&5
690&1|271&5|258&5|222&5|286&1|343&5|901&5|228&5|288&5|300&5|50&4|230&5;449&4|380&5|227&4|450&5;690&1|271&5|258&5|222&5|286&1|343&5|901&5|228&5|288&5|300&5|50&4|230&5|449&4|380&5|227&4|450&5
381&3|1268&2|316&5|24&4|322&3|270&5|531&4|1073&4|179&4|1068&4|269&4|170&3;904&3|874&3|301&2|961&2;381&3|1268&2|316&5|24&4|322&3|270&5|531&4|1073&4|179&4|1068&4|269&4|170&3|904&3|874&3|301&2|961&2
629&3|485&4|665&4|237&4|98&4|8&3|173&4|131&4|423&4|403&3|199&5|135&5;673&4|272&4|88&4|684&4;629&3|485&4|665&4|237&4|98&4|8&3|173&4|131&4|423&4|403&3|199&5|135&5|673&4|272&4|88&4|684&4
898&3|485&3|161&3|91&4|233&2|135&4|1050&3|62&3|29&2|551&3|495&3|527&3;145&3|843&2|416&3|501&3;898&3|485&3|161&3|91&4|233&2|135&4|1050&3|62&3|29&2|551&3|495&3|527&3|145&3|843&2|416&3|501&3
300&3|196&5|259&3|211&3|312&4|544&4|350&4|173&5|399&3|190&3|318&5|204&3;726&3|230&4|504&3|395&2;300&3|196&5|259&3|211&3|312&4|544&4|350&4|173&5|399&3|190&3|318&5|204&3|726&3|230&4|504&3|395&2
647&3|751&3|483&5|1016&3|300&4|1&5|490&5|496&5|22&5|487&4|98&5|95&4;175&2|210&4|433&3|566&4;647&3|751&3|483&5|1016&3|300&4|1&5|490&5|496&5|22&5|487&4|98&5|95&4|175&2|210&4|433&3|566&4
371&4|643&4|732&2|155&5|778&5|1406&4|216&3|775&3|724&3|313&3|197&4|451&2;402&5|739&2|111&1|387&3;371&4|643&4|732&2|155&5|778&5|1406&4|216&3|775&3|724&3|313&3|197&4|451&2|402&5|739&2|111&1|387&3
304&4|303&4|300&3|289&4|333&3|316&5|690&4|286&4|326&4|269&5|285&5|313&4;19&5|275&5|297&4|237&5;304&4|303&4|300&3|289&4|333&3|316&5|690&4|286&4|326&4|269&5|285&5|313&4|19&5|275&5|297&4|237&5
539&2|264&3|306&4|326&2|98&4|286&5|874&4|312&4|270&4|879&3|269&4|302&4;180&4|1018&4|480&4|79&4;539&2|264&3|306&4|326&2|98&4|286&5|874&4|312&4|270&4|879&3|269&4|302&4|180&4|1018&4|480&4|79&4
181&3|318&3|402&5|418&5|56&1|230&1|416&5|89&1|462&5|148&5|98&4|435&4;161&3|5&4|550&4|88&5;181&3|318&3|402&5|418&5|56&1|230&1|416&5|89&1|462&5|148&5|98&4|435&4|161&3|5&4|550&4|88&5
537&2|88&4|471&4|118&4|12&2|919&2|385&4|203&5|195&5|825&5|531&5|249&3;68&5|816&2|747&4|833&5;537&2|88&4|471&4|118&4|12&2|919&2|385&4|203&5|195&5|825&5|531&5|249&3|68&5|816&2|747&4|833&5
216&4|86&4|290&3|1304&4|831&3|238&4|232&1|659&4|96&5|949&1|240&1|673&4;169&1|73&2|606&4|1125&5;216&4|86&4|290&3|1304&4|831&3|238&4|232&1|659&4|96&5|949&1|240&1|673&4|169&1|73&2|606&4|1125&5
291&3|20&5|1028&2|713&3|596&2|458&4|471&3|285&5|325&3|619&4|459&4|237&2;370&2|100&4|475&4|120&3;291&3|20&5|1028&2|713&3|596&2|458&4|471&3|285&5|325&3|619&4|459&4|237&2|370&2|100&4|475&4|120&3
240&1|132&5|237&5|89&4|281&4|471&4|186&4|520&4|28&5|161&4|211&4|183&4;376&3|230&4|69&4|50&4;240&1|132&5|237&5|89&4|281&4|471&4|186&4|520&4|28&5|161&4|211&4|183&4|376&3|230&4|69&4|50&4
294&3|875&2|269&3|326&4|304&3|322&3|328&3|242&4|678&1|258&3|315&4|286&2;316&4|243&2|748&4|984&1;294&3|875&2|269&3|326&4|304&3|322&3|328&3|242&4|678&1|258&3|315&4|286&2|316&4|243&2|748&4|984&1
699&4|273&3|25&4|45&3|712&3|211&4|566&4|582&4|8&4|88&3|684&4|213&4;285&4|274&3|313&4|107&4;699&4|273&3|25&4|45&3|712&3|211&4|566&4|582&4|8&4|88&3|684&4|213&4|285&4|274&3|313&4|107&4
1009&5|815&4|15&5|288&3|1085&4|257&3|1086&4|107&4|302&4|405&4|237&4|742&4;427&5|531&5|318&5|191&5;1009&5|815&4|15&5|288&3|1085&4|257&3|1086&4|107&4|302&4|405&4|237&4|742&4|427&5|531&5|318&5|191&5
566&3|403&3|144&5|308&1|385&4|2&1|1607&5|195&4|748&2|172&4|334&3|1313&3;357&4|121&3|546&4|173&3;566&3|403&3|144&5|308&1|385&4|2&1|1607&5|195&4|748&2|172&4|334&3|1313&3|357&4|121&3|546&4|173&3
269&4|302&5|889&5|303&4|538&3|319&3|752&3|321&3|313&4|286&2|347&2|345&1;330&3|341&4|326&2|301&2;269&4|302&5|889&5|303&4|538&3|319&3|752&3|321&3|313&4|286&2|347&2|345&1|330&3|341&4|326&2|301&2
67&4|780&3|421&4|384&2|156&5|258&4|122&3|120&1|423&4|99&3|427&3|684&3;233&2|9&3|1303&2|742&3;67&4|780&3|421&4|384&2|156&5|258&4|122&3|120&1|423&4|99&3|427&3|684&3|233&2|9&3|1303&2|742&3
380&3|227&4|821&3|549&3|216&4|117&4|230&3|941&5|145&4|470&5|99&5|478&5;586&4|541&3|240&1|271&5;380&3|227&4|821&3|549&3|216&4|117&4|230&3|941&5|145&4|470&5|99&5|478&5|586&4|541&3|240&1|271&5
310&3|508&4|121&1|137&3|405&4|117&4|748&3|134&3|252&2|50&5|100&4|298&2;288&3|210&4|23&4|98&4;310&3|508&4|121&1|137&3|405&4|117&4|748&3|134&3|252&2|50&5|100&4|298&2|288&3|210&4|23&4|98&4
307&4|302&5|683&1|748&5|252&1|876&3|250&4|682&2|975&1|123&5|1025&2|881&2;277&5|284&5|276&5|125&3;307&4|302&5|683&1|748&5|252&1|876&3|250&4|682&2|975&1|123&5|1025&2|881&2|277&5|284&5|276&5|125&3
443&4|176&5|286&2|263&1|396&2|323&5|326&5|201&4|379&4|436&4|304&3|674&2;681&4|760&3|264&4|299&4;443&4|176&5|286&2|263&1|396&2|323&5|326&5|201&4|379&4|436&4|304&3|674&2|681&4|760&3|264&4|299&4
50&4|323&2|100&4|39&2|294&2|303&4|313&4|512&4|300&4|7&3|705&3|117&3;248&3|651&4|326&3|197&4;50&4|323&2|100&4|39&2|294&2|303&4|313&4|512&4|300&4|7&3|705&3|117&3|248&3|651&4|326&3|197&4
1035&4|1063&3|692&3|322&4|153&5|11&5|228&3|315&5|1047&3|925&4|1478&4|157&3;571&3|476&5|103&3|1114&4;1035&4|1063&3|692&3|322&4|153&5|11&5|228&3|315&5|1047&3|925&4|1478&4|157&3|571&3|476&5|103&3|1114&4
82&4|27&3|274&3|81&4|174&4|122&4|64&5|265&5|85&3|202&5|977&2|1215&1;232&4|1222&2|90&5|549&3;82&4|27&3|274&3|81&4|174&4|122&4|64&5|265&5|85&3|202&5|977&2|1215&1|232&4|1222&2|90&5|549&3
9&3|191&3|168&5|289&2|137&3|164&4|28&3|286&3|50&4|172&4|169&4|189&3;1&3|150&3|433&3|988&1;9&3|191&3|168&5|289&2|137&3|164&4|28&3|286&3|50&4|172&4|169&4|189&3|1&3|150&3|433&3|988&1
1018&2|278&1|310&3|733&2|100&4|20&3|222&4|212&4|294&2|582&4|70&4|255&3;339&2|408&4|86&4|124&4;1018&2|278&1|310&3|733&2|100&4|20&3|222&4|212&4|294&2|582&4|70&4|255&3|339&2|408&4|86&4|124&4
125&5|148&3|833&4|237&5|975&5|928&5|118&5|347&1|1060&3|1095&5|275&3|274&5;546&5|815&4|476&4|369&4;125&5|148&3|833&4|237&5|975&5|928&5|118&5|347&1|1060&3|1095&5|275&3|274&5|546&5|815&4|476&4|369&4
25&3|118&3|477&2|878&2|9&3|15&4|864&4|924&5|237&3|100&4|926&2|275&5;147&4|480&4|202&2|127&2;25&3|118&3|477&2|878&2|9&3|15&4|864&4|924&5|237&3|100&4|926&2|275&5|147&4|480&4|202&2|127&2
640&2|527&4|202&5|372&2|1211&3|22&3|238&3|289&4|204&4|133&4|286&4|50&3;215&4|239&3|163&4|285&4;640&2|527&4|202&5|372&2|1211&3|22&3|238&3|289&4|204&4|133&4|286&4|50&3|215&4|239&3|163&4|285&4
294&5|752&4|333&5|300&5|288&5|681&1|895&5|328&5|313&5|268&5|332&5|307&4;890&2|343&4|245&3|259&3;294&5|752&4|333&5|300&5|288&5|681&1|895&5|328&5|313&5|268&5|332&5|307&4|890&2|343&4|245&3|259&3
14&4|1039&4|343&2|48&5|1016&3|32&4|213&4|298&3|98&4|326&4|280&1|685&3;4&4|153&5|454&3|182&3;14&4|1039&4|343&2|48&5|1016&3|32&4|213&4|298&3|98&4|326&4|280&1|685&3|4&4|153&5|454&3|182&3
30&5|165&4|170&5|512&3|52&5|207&4|10&5|83&5|382&5|190&5|855&5|1622&4;638&4|1018&5|971&5|213&4;30&5|165&4|170&5|512&3|52&5|207&4|10&5|83&5|382&5|190&5|855&5|1622&4|638&4|1018&5|971&5|213&4
227&3|199&3|195&3|228&5|318&3|480&3|180&2|450&4|1&4|275&4|68&1|676&4;101&2|462&3|432&3|91&3;227&3|199&3|195&3|228&5|318&3|480&3|180&2|450&4|1&4|275&4|68&1|676&4|101&2|462&3|432&3|91&3
322&3|357&5|748&4|483&5|95&3|69&4|168&5|174&3|268&4|520&4|70&4|1&3;109&3|63&3|111&3|215&3;322&3|357&5|748&4|483&5|95&3|69&4|168&5|174&3|268&4|520&4|70&4|1&3|109&3|63&3|111&3|215&3
70&4|693&4|602&5|230&5|606&4|178&5|31&5|55&5|288&3|22&5|151&5|237&5;158&4|152&4|197&5|143&5;70&4|693&4|602&5|230&5|606&4|178&5|31&5|55&5|288&3|22&5|151&5|237&5|158&4|152&4|197&5|143&5
174&5|79&5|133&1|423&4|22&5|317&4|357&5|8&4|746&3|654&5|42&4|234&4;772&2|12&5|469&5|514&5;174&5|79&5|133&1|423&4|22&5|317&4|357&5|8&4|746&3|654&5|42&4|234&4|772&2|12&5|469&5|514&5
100&5|12&5|179&5|23&5|510&5|521&5|96&3|11&4|480&5|514&2|654&4|48&4;318&4|208&5|200&4|530&4;100&5|12&5|179&5|23&5|510&5|521&5|96&3|11&4|480&5|514&2|654&4|48&4|318&4|208&5|200&4|530&4
17&2|78&1|168&4|724&3|281&3|692&4|426&1|246&4|215&4|159&3|746&5|410&2;763&3|80&2|44&3|931&1;17&2|78&1|168&4|724&3|281&3|692&4|426&1|246&4|215&4|159&3|746&5|410&2|763&3|80&2|44&3|931&1
266&3|539&3|313&4|258&2|342&4|358&4|879&3|270&2|300&2|343&5|328&4|338&4;243&3|681&1|261&2|683&3;266&3|539&3|313&4|258&2|342&4|358&4|879&3|270&2|300&2|343&5|328&4|338&4|243&3|681&1|261&2|683&3
29&3|684&4|272&4|307&4|1188&4|642&2|294&3|22&4|403&3|68&2|732&3|451&4;63&3|780&3|734&2|401&3;29&3|684&4|272&4|307&4|1188&4|642&2|294&3|22&4|403&3|68&2|732&3|451&4|63&3|780&3|734&2|401&3
582&4|496&5|215&2|51&4|71&4|275&4|269&4|855&3|732&4|553&3|451&2|66&3;151&1|529&5|659&4|699&1;582&4|496&5|215&2|51&4|71&4|275&4|269&4|855&3|732&4|553&3|451&2|66&3|151&1|529&5|659&4|699&1
689&3|245&3|329&3|288&3|343&4|300&3|258&3|294&4|690&3|268&4|358&2|748&4;331&3|333&3|347&3|938&3;689&3|245&3|329&3|288&3|343&4|300&3|258&3|294&4|690&3|268&4|358&2|748&4|331&3|333&3|347&3|938&3
191&5|11&5|69&5|357&5|518&4|238&5|1007&5|117&4|98&5|180&5|237&4|318&5;100&5|508&4|7&4|286&5;191&5|11&5|69&5|357&5|518&4|238&5|1007&5|117&4|98&5|180&5|237&4|318&5|100&5|508&4|7&4|286&5
509&4|1&4|209&4|15&4|742&4|111&4|662&4|523&5|150&3|121&4|514&5|116&2;435&5|12&5|518&4|238&5;509&4|1&4|209&4|15&4|742&4|111&4|662&4|523&5|150&3|121&4|514&5|116&2|435&5|12&5|518&4|238&5
15&4|121&3|508&3|222&4|282&3|118&3|273&4|276&4|539&2|291&3|272&5|333&4;696&3|823&2|930&2|405&4;15&4|121&3|508&3|222&4|282&3|118&3|273&4|276&4|539&2|291&3|272&5|333&4|696&3|823&2|930&2|405&4
185&5|505&4|216&3|656&5|234&4|89&3|1019&4|192&5|12&4|318&4|64&5|508&4;196&4|603&5|23&5|32&5;185&5|505&4|216&3|656&5|234&4|89&3|1019&4|192&5|12&4|318&4|64&5|508&4|196&4|603&5|23&5|32&5
154&5|508&4|751&3|173&5|294&5|682&3|1105&3|56&4|316&4|748&4|323&2|194&5;234&5|164&4|98&5|219&3;154&5|508&4|751&3|173&5|294&5|682&3|1105&3|56&4|316&4|748&4|323&2|194&5|234&5|164&4|98&5|219&3
879&3|188&3|14&3|210&5|192&4|98&4|655&3|271&3|222&4|484&4|461&4|181&2;133&5|2&3|421&4|158&2;879&3|188&3|14&3|210&5|192&4|98&4|655&3|271&3|222&4|484&4|461&4|181&2|133&5|2&3|421&4|158&2
144&3|1&3|435&3|641&4|283&3|732&2|157&2|47&2|1450&3|629&4|117&2|165&5;1285&3|1133&3|648&3|549&3;144&3|1&3|435&3|641&4|283&3|732&2|157&2|47&2|1450&3|629&4|117&2|165&5|1285&3|1133&3|648&3|549&3
491&3|187&1|614&3|66&4|588&5|54&3|568&4|526&5|245&4|553&4|259&3|471&4;227&2|133&5|660&3|88&4;491&3|187&1|614&3|66&4|588&5|54&3|568&4|526&5|245&4|553&4|259&3|471&4|227&2|133&5|660&3|88&4
258&5|181&5|50&5|480&4|483&3|321&3|204&3|211&5|538&4|243&3|300&5|260&1;213&5|443&4|705&5|127&4;258&5|181&5|50&5|480&4|483&3|321&3|204&3|211&5|538&4|243&3|300&5|260&1|213&5|443&4|705&5|127&4
444&3|769&4|15&5|294&5|101&2|820&4|1066&5|240&5|596&2|682&2|1091&4|243&3;1035&4|35&3|465&4|140&4;444&3|769&4|15&5|294&5|101&2|820&4|1066&5|240&5|596&2|682&2|1091&4|243&3|1035&4|35&3|465&4|140&4
25&4|111&4|1007&4|340&3|845&4|242&3|306&4|251&3|762&3|287&3|655&5|13&2;108&4|110&1|411&4|1118&4;25&4|111&4|1007&4|340&3|845&4|242&3|306&4|251&3|762&3|287&3|655&5|13&2|108&4|110&1|411&4|1118&4
286&1|654&5|657&5|340&1|282&4|1014&4|218&4|322&4|7&5|283&3|284&3|750&4;460&4|717&4|925&2|595&4;286&1|654&5|657&5|340&1|282&4|1014&4|218&4|322&4|7&5|283&3|284&3|750&4|460&4|717&4|925&2|595&4
682&4|249&4|688&3|328&5|300&4|50&5|993&4|257&4|405&4|259&2|237&3|222&4;596&2|294&3|254&1|892&2;682&4|249&4|688&3|328&5|300&4|50&5|993&4|257&4|405&4|259&2|237&3|222&4|596&2|294&3|254&1|892&2
89&4|216&4|451&3|191&4|239&3|227&5|238&2|203&3|496&5|237&4|230&3|222&4;636&2|1039&5|480&5|443&4;89&4|216&4|451&3|191&4|239&3|227&5|238&2|203&3|496&5|237&4|230&3|222&4|636&2|1039&5|480&5|443&4
315&3|596&4|742&5|117&5|237&5|302&5|682&4|313&5|100&3|276&2|301&4|294&4;218&5|816&4|559&5|323&4;315&3|596&4|742&5|117&5|237&5|302&5|682&4|313&5|100&3|276&2|301&4|294&4|218&5|816&4|559&5|323&4
681&3|286&3|269&3|906&1|305&3|937&3|310&5|1434&1|351&3|748&4|898&3|690&5;304&4|259&4|877&2|350&1;681&3|286&3|269&3|906&1|305&3|937&3|310&5|1434&1|351&3|748&4|898&3|690&5|304&4|259&4|877&2|350&1
286&4|333&3|691&4|750&4|315&4|305&2|307&3|345&4|301&2|313&4|304&3|896&2;334&3|300&3|347&5|288&2;286&4|333&3|691&4|750&4|315&4|305&2|307&3|345&4|301&2|313&4|304&3|896&2|334&3|300&3|347&5|288&2
498&5|530&5|490&5|1021&5|517&5|529&5|421&5|606&4|432&2|32&5|318&5|65&2;476&3|973&5|603&5|133&4;498&5|530&5|490&5|1021&5|517&5|529&5|421&5|606&4|432&2|32&5|318&5|65&2|476&3|973&5|603&5|133&4
750&2|345&1|539&4|690&4|331&4|313&3|351&3|323&1|310&1|333&3|315&2|325&2;259&5|269&5|358&4|621&1;750&2|345&1|539&4|690&4|331&4|313&3|351&3|323&1|310&1|333&3|315&2|325&2|259&5|269&5|358&4|621&1
257&4|117&5|919&5|763&3|222&2|993&4|300&4|7&4|294&4|475&4|408&5|298&5;147&4|15&4|1007&4|1&5;257&4|117&5|919&5|763&3|222&2|993&4|300&4|7&4|294&4|475&4|408&5|298&5|147&4|15&4|1007&4|1&5
303&4|346&2|328&3|316&3|333&4|879&2|272&2|259&2|269&1|268&4|345&4|300&3;876&3|1038&1|754&4|258&3;303&4|346&2|328&3|316&3|333&4|879&2|272&2|259&2|269&1|268&4|345&4|300&3|876&3|1038&1|754&4|258&3
